EmployeeID,Name,ReviewPeriod,Rating,Comments
1102,Justin Escobar,Q2 2023,3.8,Very good performance
1103,Michael Barker,Q3 2023,1.1,Good performance
1104,Traci Davis,Q4 2023,1.5,Needs improvement
1105,Mark Davis,Q1 2023,2.6,Excellent performance
1106,Sara White,Q2 2023,4.0,Excellent performance
1107,Jill Lee,Q3 2023,1.9,Needs improvement
1108,Kimberly Bowen,Q4 2023,3.9,Needs improvement
1109,Andre Reid,Q1 2023,4.7,Excellent performance
1110,Anthony Sanders,Q2 2023,3.2,Good performance
1111,Jeffrey Barnes,Q3 2023,3.3,Good performance
1112,Gary Olson,Q4 2023,4.1,Needs improvement
1113,Lindsay Miller,Q1 2023,2.9,Very good performance
1114,Jasmine Berger,Q2 2023,4.2,Good performance
1115,Julie Garrison,Q3 2023,3.3,Good performance
1116,Teresa Mooney,Q4 2023,1.3,Good performance
1117,Kelly Fox,Q1 2023,1.1,Very good performance
1118,Susan Jackson,Q2 2023,3.4,Excellent performance
1119,Thomas Wright,Q3 2023,2.2,Good performance
1120,Theresa Robbins,Q4 2023,4.9,Excellent performance
1121,Gregory Fisher,Q1 2023,2.3,Excellent performance
1122,Brian Roberts MD,Q2 2023,1.0,Good performance
1123,Debra Russell,Q3 2023,1.5,Good performance
1124,Steven Sullivan,Q4 2023,1.4,Good performance
1125,Brandon King,Q1 2023,2.4,Excellent performance
1126,Michael Kennedy,Q2 2023,4.7,Good performance
1127,Laura Bishop,Q3 2023,3.8,Needs improvement
1128,Robin Mckinney,Q4 2023,2.1,Needs improvement
1129,Kristina Russell,Q1 2023,5.0,Needs improvement
1130,Wesley Miller,Q2 2023,4.5,Needs improvement
1131,Ryan Thompson,Q3 2023,2.2,Very good performance
1132,Wendy Ray,Q4 2023,1.3,Needs improvement
1133,Henry Allen,Q1 2023,4.9,Excellent performance
1134,Michael Mendoza,Q2 2023,2.1,Needs improvement
1135,Carol Davis MD,Q3 2023,3.5,Excellent performance
1136,Deborah Kelley,Q4 2023,1.2,Very good performance
1137,Dr. Brittany Smith,Q1 2023,3.3,Needs improvement
1138,Cole Mccall,Q2 2023,3.7,Good performance
1139,Lauren Pierce,Q3 2023,4.5,Good performance
1140,Johnny Hardy,Q4 2023,3.2,Good performance
1141,Christopher Campbell,Q1 2023,1.7,Needs improvement
1142,Stacy Medina,Q2 2023,3.1,Excellent performance
1143,Christopher Rodriguez,Q3 2023,4.1,Very good performance
1144,Charles Mcgee,Q4 2023,5.0,Excellent performance
1145,Andrew Villanueva,Q1 2023,1.0,Excellent performance
1146,Zachary Smith,Q2 2023,4.8,Excellent performance
1147,Anita Lopez,Q3 2023,2.7,Very good performance
1148,Daniel Carlson,Q4 2023,3.3,Excellent performance
1149,Lauren Miller,Q1 2023,1.1,Very good performance
1150,Daniel Robbins,Q2 2023,1.7,Good performance
1151,Rhonda Waller,Q3 2023,1.8,Good performance
1152,Angela Wall,Q4 2023,2.0,Good performance
1153,Andre Reid,Q1 2023,2.9,Needs improvement
1154,Cynthia Mann,Q2 2023,2.7,Good performance
1155,Samantha Jones,Q3 2023,2.5,Excellent performance
1156,Chase Williams,Q4 2023,1.9,Excellent performance
1157,Thomas Duncan,Q1 2023,4.9,Needs improvement
1158,Lisa Chapman,Q2 2023,2.5,Very good performance
1159,Sydney Caldwell,Q3 2023,2.1,Excellent performance
1160,Andrew Zavala,Q4 2023,2.7,Excellent performance
1161,Emily Thomas,Q1 2023,2.8,Very good performance
1162,Fernando Lane,Q2 2023,3.5,Very good performance
1163,Eric Clark,Q3 2023,2.5,Excellent performance
1164,Kathleen Duncan,Q4 2023,3.0,Good performance
1165,Jasmine Berger,Q1 2023,4.3,Excellent performance
1166,Gabriella Rodgers,Q2 2023,1.8,Excellent performance
1167,Jill Yates,Q3 2023,1.6,Excellent performance
1168,Theresa King,Q4 2023,1.8,Excellent performance
1169,Paul Potter,Q1 2023,5.0,Needs improvement
1170,Chad Snyder,Q2 2023,1.8,Needs improvement
1171,Robert Ross,Q3 2023,2.0,Good performance
1172,Steven Hughes,Q4 2023,3.8,Very good performance
1173,Nicholas Williams,Q1 2023,1.9,Needs improvement
1174,Emily Moore,Q2 2023,4.1,Excellent performance
1175,Phillip Jordan,Q3 2023,4.5,Needs improvement
1176,Richard Aguilar,Q4 2023,3.3,Very good performance
1177,Kevin Kim,Q1 2023,3.4,Good performance
1178,Jordan Ryan,Q2 2023,2.3,Good performance
1179,Michael Randolph,Q3 2023,2.6,Needs improvement
1180,James Jordan,Q4 2023,3.6,Needs improvement
1181,Reginald Campbell,Q1 2023,1.1,Excellent performance
1182,Jacob Jackson,Q2 2023,1.0,Very good performance
1183,Amber Cruz,Q3 2023,2.7,Very good performance
1184,Craig Brooks,Q4 2023,3.2,Very good performance
1185,John Bird,Q1 2023,3.0,Needs improvement
1186,Steven Drake,Q2 2023,1.3,Excellent performance
1187,Gregory Garcia,Q3 2023,1.8,Excellent performance
1188,Jonathan Holloway,Q4 2023,4.3,Excellent performance
1189,Steven Hughes,Q1 2023,2.7,Needs improvement
1190,Cindy Hawkins,Q2 2023,3.9,Excellent performance
1191,Joseph Hernandez,Q3 2023,4.4,Very good performance
1192,Yolanda Pham,Q4 2023,3.4,Excellent performance
1193,Michele Nelson,Q1 2023,2.2,Very good performance
1194,Hector Sutton,Q2 2023,4.0,Good performance
1195,Clifford Kelly,Q3 2023,4.1,Very good performance
1196,Rhonda Delgado,Q4 2023,3.7,Good performance
1197,Thomas Wright,Q1 2023,2.3,Good performance
1198,Robert Bender,Q2 2023,4.0,Needs improvement
1199,Danielle Powell,Q3 2023,5.0,Good performance
1200,Eric Walls,Q4 2023,2.6,Good performance
